year,date,plot,n.mls,avmls,sdmls,n.n,avno3,sdno3,avnh4,sdnh4
2002,2002-05-29,PNS,5,10.8,6.2,4,7.141,10.331,0.36,0.104
2002,2002-06-25,HC,4,11.8,1,4,0,0,0.047,0.094
2002,2002-06-25,HH,4,15.3,3.4,4,3.386,0.489,0.256,0.024
2002,2002-06-25,HL,5,10.8,3.7,5,0.234,0.524,0.401,0.179
2002,2002-06-25,HNS,5,9,5.3,4,0,0,0.046,0.093
2002,2002-06-25,PC,5,10.4,4.7,4,0,0,0.057,0.113
2002,2002-06-25,PH,5,5.2,7.1,2,8.967,2.881,0.237,0.005
2002,2002-06-25,PL,5,11.4,3.7,5,2.752,3.501,0.085,0.117
2002,2002-06-25,PNS,5,9.2,3.1,4,5.372,8.179,0.272,0.072
2002,2002-10-30,HC,4,10.8,7.5,3,0.076,0.132,0.062,0.107
2002,2002-10-30,HH,4,12.3,1.3,4,14.71,13.286,0.177,0.12
2002,2002-10-30,HL,5,4.8,6.6,2,0,0,0,0
2002,2002-10-30,HNS,5,13.4,7.6,4,0,0,0,0
2002,2002-10-30,PC,5,1.4,3.1,1,0,NA,0,NA
2002,2002-10-30,PH,5,16.4,9.3,4,28.855,17.691,0.113,0.13
2002,2002-10-30,PL,5,10.4,9.5,3,2.759,2.42,0,0
2002,2002-10-30,PNS,5,11.4,7.2,4,2.072,4.143,0.128,0.151
2002,2002-11-15,HC,4,16.5,8.3,4,0,0,0,0
2002,2002-11-15,HH,4,13.8,7.5,3,26.327,20.095,0,0
2002,2002-11-15,HL,5,15.4,2.4,5,0,0,0.048,0.107
2002,2002-11-15,HNS,5,20,2,5,0,0,0,0
2002,2002-11-15,PC,5,16,8.3,4,0,0,0.073,0.147
2002,2002-11-15,PH,5,14.6,13.3,3,33.309,7.89,0,0
2002,2002-11-15,PL,5,19.8,2.9,5,2.842,3.968,0,0
2002,2002-11-15,PNS,5,18,3.4,5,4.962,7.093,0.087,0.121
2003,2003-05-06,HH,NA,NA,NA,4,0.05,0.1,0.05,0.09
2003,2003-05-06,HL,NA,NA,NA,1,0,NA,0.08,NA
2003,2003-05-06,HNS,NA,NA,NA,2,0,0,0.05,0.07
2003,2003-05-06,PC,NA,NA,NA,4,0,0,0,0
2003,2003-05-06,PH,NA,NA,NA,2,2.83,2.3,0.29,0.3
2003,2003-05-06,PL,NA,NA,NA,4,0.37,0.51,0,0
2003,2003-05-06,PNS,NA,NA,NA,2,0,0,0.11,0.16
2003,2003-06-02,HC,NA,NA,NA,4,0,0,1.19,1.07
2003,2003-06-02,HH,NA,NA,NA,4,0.49,0.62,0.51,0.38
2003,2003-06-02,HL,NA,NA,NA,5,0.26,0.59,0.34,0.17
2003,2003-06-02,HNS,NA,NA,NA,5,0.02,0.04,0.42,0.36
2003,2003-06-02,PC,NA,NA,NA,5,0,0,0.22,0.05
2003,2003-06-02,PH,NA,NA,NA,5,1.57,1.59,0.14,0.08
2003,2003-06-02,PL,NA,NA,NA,5,0,0,0.07,0.06
2003,2003-06-02,PNS,NA,NA,NA,5,0.3,0.41,0.17,0.12
2003,2003-07-01,HC,NA,NA,NA,4,0,0,0,0
2003,2003-07-01,HH,NA,NA,NA,4,0.61,0.73,0,0
2003,2003-07-01,HL,NA,NA,NA,5,0,0,0,0
2003,2003-07-01,HNS,NA,NA,NA,5,0,0,0,0
2003,2003-07-01,PC,NA,NA,NA,5,0,0,0,0
2003,2003-07-01,PH,NA,NA,NA,4,3.82,1.04,0,0
2003,2003-07-01,PL,NA,NA,NA,5,0.3,0.68,0,0
2003,2003-07-01,PNS,NA,NA,NA,5,1.06,1.79,0.03,0.06
2003,2003-08-26,HC,NA,NA,NA,1,0,NA,0,NA
2003,2003-08-26,HH,NA,NA,NA,1,0.39,NA,0,NA
2003,2003-08-26,HNS,NA,NA,NA,2,0,0,0.04,0.06
2003,2003-08-26,PC,NA,NA,NA,2,0.08,0.11,0,0
2003,2003-08-26,PH,NA,NA,NA,4,16.5,7.68,0.03,0.06
2003,2003-08-26,PL,NA,NA,NA,4,0.75,1.5,0.06,0.11
2003,2003-08-26,PNS,NA,NA,NA,5,3.09,4.38,0.02,0.04
2003,2003-09-24,HNS,NA,NA,NA,2,0,0,0,0
2003,2003-09-24,PC,NA,NA,NA,3,0,0,0.03,0.05
2003,2003-09-24,PH,NA,NA,NA,3,21.19,8.77,0.58,0.81
2003,2003-09-24,PL,NA,NA,NA,5,1.16,1.4,0,0
2003,2003-09-24,PNS,NA,NA,NA,5,2.66,3.65,0.04,0.06
2003,2003-10-14,HC,NA,NA,NA,3,0,0,0,0
2003,2003-10-14,HH,NA,NA,NA,2,1.64,2.32,0,0
2003,2003-10-14,HL,NA,NA,NA,3,0.6,1.05,3.97,6.88
2003,2003-10-14,HNS,NA,NA,NA,4,0,0,0,0
2003,2003-10-14,PC,NA,NA,NA,4,0,0,0,0
2003,2003-10-14,PH,NA,NA,NA,3,35.35,10.25,0.1,0.17
2003,2003-10-14,PL,NA,NA,NA,5,2.55,3.92,0,0
2003,2003-10-14,PNS,NA,NA,NA,4,5.85,7.07,0.03,0.06
2003,2003-11-21,HC,NA,NA,NA,4,0,0,0,0
2003,2003-11-21,HH,NA,NA,NA,3,9.8,3.06,0.08,0.08
2003,2003-11-21,HL,NA,NA,NA,2,0,0,0,0
2003,2003-11-21,HNS,NA,NA,NA,4,0.02,0.04,0.05,0.06
2003,2003-11-21,PC,NA,NA,NA,5,0,0,0.06,0.06
2003,2003-11-21,PH,NA,NA,NA,3,36.91,30.2,0.17,0.08
2003,2003-11-21,PL,NA,NA,NA,3,8.38,11.69,0.09,0.08
2003,2003-11-21,PNS,NA,NA,NA,2,11.1,15.39,0.2,0.05
2004,2004-01-23,HC,NA,NA,NA,4,0,0.01,0.12,0.05
2004,2004-01-23,HH,NA,NA,NA,4,9.76,11.73,0.26,0.26
2004,2004-01-23,HL,NA,NA,NA,3,-0.01,0.02,0.06,0.02
2004,2004-01-23,HNS,NA,NA,NA,5,0.02,0.02,0.09,0.04
2004,2004-01-23,PC,NA,NA,NA,5,0,0.02,0.14,0.02
2004,2004-01-23,PH,NA,NA,NA,3,25.58,13.18,0.14,0.09
2004,2004-01-23,PL,NA,NA,NA,4,7.53,9.47,0.2,0.03
2004,2004-01-23,PNS,NA,NA,NA,3,8.27,6.94,0.11,0.08
2004,2004-05-04,HC,NA,NA,NA,4,0,0,0.05,0.1
2004,2004-05-04,HH,NA,NA,NA,4,0.27,0.35,0.04,0.08
2004,2004-05-04,HL,NA,NA,NA,4,0,0,0,0
2004,2004-05-04,HNS,NA,NA,NA,4,0,0,0,0
2004,2004-05-04,PC,NA,NA,NA,4,0.06,0.11,0.07,0.09
2004,2004-05-04,PH,NA,NA,NA,3,6.35,5.91,0.22,0.19
2004,2004-05-04,PL,NA,NA,NA,5,3.14,1.67,0.05,0.08
2004,2004-05-04,PNS,NA,NA,NA,5,1.72,1.84,0.12,0.07
2004,2004-06-02,HC,NA,NA,NA,3,0.06,0.11,0.15,0.02
2004,2004-06-02,HH,NA,NA,NA,4,0,0,0.11,0.09
2004,2004-06-02,HL,NA,NA,NA,4,0.05,0.09,0.17,0.19
2004,2004-06-02,HNS,NA,NA,NA,1,0,NA,0,NA
2004,2004-06-02,PC,NA,NA,NA,4,0,0,0.05,0.06
2004,2004-06-02,PH,NA,NA,NA,4,3.71,1.25,0.12,0.03
2004,2004-06-02,PL,NA,NA,NA,4,1.08,1.25,0.08,0.06
2004,2004-06-02,PNS,NA,NA,NA,3,0.93,0.97,0.13,0.14
2004,2004-06-30,HH,NA,NA,NA,3,0.03,0.05,0.11,0.03
2004,2004-06-30,HL,NA,NA,NA,3,0,0,0.14,0.01
2004,2004-06-30,PC,NA,NA,NA,3,0,0,0.17,0.06
2004,2004-06-30,PH,NA,NA,NA,3,3.32,0.56,0.14,0.06
2004,2004-06-30,PL,NA,NA,NA,4,0.92,1.2,0.17,0.09
2004,2004-06-30,PNS,NA,NA,NA,3,0.53,0.83,0.13,0.02
2004,2004-07-27,HC,NA,NA,NA,2,0,0,0.23,0.08
2004,2004-07-27,HH,NA,NA,NA,2,0.35,0.49,0.13,0.07
2004,2004-07-27,HL,NA,NA,NA,1,0,NA,0.1,NA
2004,2004-07-27,HNS,NA,NA,NA,2,0,0,0.14,0.03
2004,2004-07-27,PC,NA,NA,NA,3,0,0,0.11,0.11
2004,2004-07-27,PH,NA,NA,NA,3,7.46,4.33,0.13,0.03
2004,2004-07-27,PL,NA,NA,NA,4,1.05,1.59,0.13,0.05
2004,2004-07-27,PNS,NA,NA,NA,4,1.03,1.19,0.77,1.15
2004,2004-08-24,HC,NA,NA,NA,4,0,0,0.11,0.02
2004,2004-08-24,HH,NA,NA,NA,2,1.81,2.56,0.15,0.06
2004,2004-08-24,HNS,NA,NA,NA,4,0,0,0.12,0.04
2004,2004-08-24,PC,NA,NA,NA,3,0,0,0.08,0.08
2004,2004-08-24,PH,NA,NA,NA,3,8.51,3.62,0.1,0.1
2004,2004-08-24,PL,NA,NA,NA,4,1.24,2.42,0.13,0.06
2004,2004-08-24,PNS,NA,NA,NA,3,2.33,2.15,0.11,0.03
2004,2004-09-21,HC,NA,NA,NA,4,0.21,0.22,0.22,0.14
2004,2004-09-21,HH,NA,NA,NA,3,3.59,5.29,0.14,0.18
2004,2004-09-21,HL,NA,NA,NA,3,0.14,0.24,0.17,0.12
2004,2004-09-21,HNS,NA,NA,NA,5,0.13,0.1,0.11,0.07
2004,2004-09-21,PC,NA,NA,NA,5,0,0,0.05,0.08
2004,2004-09-21,PH,NA,NA,NA,4,17.56,13.68,0.09,0.1
2004,2004-09-21,PL,NA,NA,NA,4,2.42,4.46,0.02,0.05
2004,2004-09-21,PNS,NA,NA,NA,2,6.69,2.02,0,0
2004,2004-10-12,HC,NA,NA,NA,4,0,0,0.14,0.06
2004,2004-10-12,HH,NA,NA,NA,3,12.97,15,0.2,0.04
2004,2004-10-12,HL,NA,NA,NA,2,0.04,0.02,0.22,0
2004,2004-10-12,HNS,NA,NA,NA,5,0.02,0.01,0.1,0.03
2004,2004-10-12,PC,NA,NA,NA,5,0,0,0.06,0.05
2004,2004-10-12,PH,NA,NA,NA,3,26.03,18.16,0.06,0.05
2004,2004-10-12,PL,NA,NA,NA,5,4.58,6.35,0.12,0.05
2004,2004-10-12,PNS,NA,NA,NA,3,7.36,6.85,0.13,0.04
2005,2005-05-03,HC,NA,NA,NA,5,0.05,0.1,0.12,0.26
2005,2005-05-03,HH,NA,NA,NA,5,0,0,0.06,0.14
2005,2005-05-03,HL,NA,NA,NA,4,0,0,0,0
2005,2005-05-03,HNS,NA,NA,NA,4,0,0,0,0
2005,2005-05-03,PC,NA,NA,NA,4,0.05,0.11,0.1,0.11
2005,2005-05-03,PH,NA,NA,NA,4,3.48,1.71,0.13,0.09
2005,2005-05-03,PL,NA,NA,NA,4,2.18,1.91,0.02,0.05
2005,2005-05-03,PNS,NA,NA,NA,5,1.01,0.99,0.09,0.05
2005,2005-06-01,HC,NA,NA,NA,5,0.07,0.16,0.08,0.09
2005,2005-06-01,HH,NA,NA,NA,5,0.02,0.04,0.02,0.05
2005,2005-06-01,HL,NA,NA,NA,5,0,0,0,0
2005,2005-06-01,HNS,NA,NA,NA,5,0.05,0.1,0.08,0.09
2005,2005-06-01,PC,NA,NA,NA,5,0.29,0.51,0.05,0.08
2005,2005-06-01,PH,NA,NA,NA,5,1.96,1.82,0.12,0.15
2005,2005-06-01,PL,NA,NA,NA,4,2.46,0.78,0.72,1.12
2005,2005-06-01,PNS,NA,NA,NA,4,1.48,1.99,0.06,0.07
2005,2005-06-28,HC,NA,NA,NA,5,0.13,0.15,0.05,0.07
2005,2005-06-28,HH,NA,NA,NA,5,0.1,0.1,0.07,0.06
2005,2005-06-28,HL,NA,NA,NA,5,0,0,0.03,0.07
2005,2005-06-28,HNS,NA,NA,NA,5,0.07,0.1,0.07,0.1
2005,2005-06-28,PC,NA,NA,NA,4,0.18,0.21,0.1,0.07
2005,2005-06-28,PH,NA,NA,NA,5,5.69,3.69,0.79,0.68
2005,2005-06-28,PL,NA,NA,NA,3,2.74,1.82,0.16,0.06
2005,2005-06-28,PNS,NA,NA,NA,5,1.9,1.56,0.14,0.11
2005,2005-07-26,HC,NA,NA,NA,4,0,0,0.06,0.08
2005,2005-07-26,HH,NA,NA,NA,5,0.06,0.13,0.12,0.22
2005,2005-07-26,HL,NA,NA,NA,5,0,0,0.04,0.05
2005,2005-07-26,HNS,NA,NA,NA,5,0,0,0.07,0.06
2005,2005-07-26,PC,NA,NA,NA,3,0.11,0.13,0.07,0.06
2005,2005-07-26,PH,NA,NA,NA,4,6.69,4.57,0.29,0.19
2005,2005-07-26,PL,NA,NA,NA,5,2.71,1.92,0.13,0.08
2005,2005-07-26,PNS,NA,NA,NA,5,1.62,0.99,0.13,0.09
2005,2005-08-25,HC,NA,NA,NA,1,0,NA,0.1,NA
2005,2005-08-25,HH,NA,NA,NA,1,1.54,NA,0.17,NA
2005,2005-08-25,HNS,NA,NA,NA,1,0,NA,0,NA
2005,2005-08-25,PC,NA,NA,NA,1,0.31,NA,0.1,NA
2005,2005-08-25,PH,NA,NA,NA,5,9.53,6.65,0.35,0.09
2005,2005-08-25,PL,NA,NA,NA,4,4.32,2.96,0.21,0.21
2005,2005-08-25,PNS,NA,NA,NA,4,2.02,1.79,0.08,0.05
2005,2005-09-21,HNS,NA,NA,NA,1,0.16,NA,0.39,NA
2005,2005-09-21,PC,NA,NA,NA,2,0.31,0.09,0.15,0.06
2005,2005-09-21,PH,NA,NA,NA,4,10.26,6.32,0.75,0.21
2005,2005-09-21,PL,NA,NA,NA,3,6.2,4.97,0.34,0.35
2005,2005-09-21,PNS,NA,NA,NA,1,5.19,NA,1.12,NA
2006,2006-06-01,HC,NA,NA,NA,5,0,0,0,0
2006,2006-06-01,HH,NA,NA,NA,5,1.69,1.57,0,0
2006,2006-06-01,HL,NA,NA,NA,5,0,0,0,0
2006,2006-06-01,HNS,NA,NA,NA,5,0,0,0,0
2006,2006-06-01,PC,NA,NA,NA,5,0.44,0.99,0.08,0.12
2006,2006-06-01,PH,NA,NA,NA,5,2.37,1.5,0.08,0.13
2006,2006-06-01,PL,NA,NA,NA,5,2.82,2.08,0.25,0.3
2006,2006-06-01,PNS,NA,NA,NA,5,1.96,2.3,0.02,0.04
2006,2006-06-27,HC,NA,NA,NA,5,0,0,0,0
2006,2006-06-27,HH,NA,NA,NA,5,3.66,4.71,0,0
2006,2006-06-27,HL,NA,NA,NA,5,0,0,0,0
2006,2006-06-27,HNS,NA,NA,NA,5,0,0,0,0
2006,2006-06-27,PC,NA,NA,NA,4,0,0,0.03,0.05
2006,2006-06-27,PH,NA,NA,NA,5,3.43,2.75,0,0
2006,2006-06-27,PL,NA,NA,NA,4,4.4,1.38,0.08,0.1
2006,2006-06-27,PNS,NA,NA,NA,5,0.91,1.8,0.04,0.09
2006,2006-07-25,HC,NA,NA,NA,4,0,0,0.08,0.06
2006,2006-07-25,HH,NA,NA,NA,5,4.25,3.68,0,0
2006,2006-07-25,HL,NA,NA,NA,2,0,0,0,0
2006,2006-07-25,HNS,NA,NA,NA,3,0.15,0.15,0.12,0.05
2006,2006-07-25,PC,NA,NA,NA,3,0.07,0.06,0.06,0.1
2006,2006-07-25,PH,NA,NA,NA,5,3.22,2.15,0.21,0.13
2006,2006-07-25,PL,NA,NA,NA,4,3.04,1.91,0.22,0.1
2006,2006-07-25,PNS,NA,NA,NA,3,0.41,0.41,0.07,0.06
2006,2006-08-22,HC,NA,NA,NA,1,0,NA,0,NA
2006,2006-08-22,HH,NA,NA,NA,4,2.53,2.53,0.06,0.08
2006,2006-08-22,HNS,NA,NA,NA,1,0,NA,0,NA
2006,2006-08-22,PH,NA,NA,NA,3,2.73,2.89,0.34,0.25
2006,2006-08-22,PL,NA,NA,NA,2,6.67,2.95,0.25,0.15
2006,2006-08-22,PNS,NA,NA,NA,2,0.04,0.06,0.19,0.1
2006,2006-09-19,HC,NA,NA,NA,3,0.04,0.07,0.33,0.21
2006,2006-09-19,HH,NA,NA,NA,4,2.27,2.93,0.17,0.09
2006,2006-09-19,HL,NA,NA,NA,1,0,NA,0.21,NA
2006,2006-09-19,HNS,NA,NA,NA,2,0,0,0.23,0.03
2006,2006-09-19,PC,NA,NA,NA,1,0,NA,0.15,NA
2006,2006-09-19,PH,NA,NA,NA,5,3.58,3.22,0.29,0.17
2006,2006-09-19,PL,NA,NA,NA,5,5.77,2.85,0.46,0.25
2006,2006-09-19,PNS,NA,NA,NA,3,0,0,0.21,0.02
2006,2006-11-07,HC,NA,NA,NA,5,0,0,0.07,0.07
2006,2006-11-07,HH,NA,NA,NA,5,5.03,4.89,0,0
2006,2006-11-07,HL,NA,NA,NA,5,0.02,0.04,0,0
2006,2006-11-07,HNS,NA,NA,NA,5,0,0,0.03,0.06
2006,2006-11-07,PC,NA,NA,NA,4,0,0,0.07,0.08
2006,2006-11-07,PH,NA,NA,NA,5,6.4,3.53,0.12,0.11
2006,2006-11-07,PL,NA,NA,NA,5,10.69,2.83,0.16,0.13
2006,2006-11-07,PNS,NA,NA,NA,4,4.05,2.97,0.15,0.22
2007,2007-05-01,HC,NA,NA,NA,3,0,0,0.04,0.06
2007,2007-05-01,HH,NA,NA,NA,5,0.17,0.16,0.12,0.28
2007,2007-05-01,HL,NA,NA,NA,5,0,0,0.02,0.04
2007,2007-05-01,HNS,NA,NA,NA,5,0,0,0.02,0.04
2007,2007-05-01,PC,NA,NA,NA,3,0.05,0.08,0.11,0.19
2007,2007-05-01,PH,NA,NA,NA,3,1.41,0.38,0.05,0.09
2007,2007-05-01,PL,NA,NA,NA,5,4.6,2.39,0.08,0.14
2007,2007-05-01,PNS,NA,NA,NA,4,2.34,2.65,0.06,0.13
2007,2007-05-30,HC,NA,NA,NA,5,0,0,0.1,0.11
2007,2007-05-30,HH,NA,NA,NA,5,0.21,0.2,0.04,0.06
2007,2007-05-30,HL,NA,NA,NA,5,0,0,0.03,0.06
2007,2007-05-30,HNS,NA,NA,NA,5,0,0,0.08,0.13
2007,2007-05-30,PC,NA,NA,NA,3,0.06,0.1,0.07,0.13
2007,2007-05-30,PH,NA,NA,NA,1,1.05,NA,0.08,NA
2007,2007-05-30,PL,NA,NA,NA,4,3.72,0.88,0.06,0.07
2007,2007-05-30,PNS,NA,NA,NA,4,1.8,2.12,0.07,0.08
2007,2007-06-26,HC,NA,NA,NA,2,0.26,0.06,0.57,0.22
2007,2007-06-26,HH,NA,NA,NA,5,0.1,0.09,0.19,0.13
2007,2007-06-26,HL,NA,NA,NA,3,0.2,0.27,0.74,1.11
2007,2007-06-26,PC,NA,NA,NA,2,0.19,0.02,0.69,0.12
2007,2007-06-26,PH,NA,NA,NA,4,0.76,0.48,0.42,0.18
2007,2007-06-26,PL,NA,NA,NA,3,2.79,1.02,0.52,0.46
2007,2007-06-26,PNS,NA,NA,NA,3,0.92,0.81,0.57,0.67
2007,2007-07-24,HC,NA,NA,NA,4,0.1,0.08,0.34,0.17
2007,2007-07-24,HH,NA,NA,NA,2,0.23,0.04,0.19,0.04
2007,2007-07-24,HL,NA,NA,NA,2,0,0,0.15,0.09
2007,2007-07-24,HNS,NA,NA,NA,4,1.13,1.96,0.47,0.32
2007,2007-07-24,PC,NA,NA,NA,2,0,0,0.58,0.13
2007,2007-07-24,PH,NA,NA,NA,4,1.33,1.39,0.26,0.14
2007,2007-07-24,PL,NA,NA,NA,5,5.07,5.18,0.19,0.11
2007,2007-07-24,PNS,NA,NA,NA,4,2.65,2.33,0.43,0.26
2007,2007-08-21,PH,NA,NA,NA,2,3.99,0.32,0.27,0.13
2007,2007-08-21,PL,NA,NA,NA,3,8.65,7.39,0.4,0.14
2007,2007-09-18,HC,NA,NA,NA,1,0,NA,0.81,NA
2007,2007-09-18,HH,NA,NA,NA,1,1.35,NA,0.21,NA
2007,2007-09-18,HNS,NA,NA,NA,2,0.06,0.08,0.48,0.19
2007,2007-09-18,PH,NA,NA,NA,2,3.06,0.33,0.18,0.08
2007,2007-09-18,PL,NA,NA,NA,5,8.65,7.98,0.32,0.2
2007,2007-09-18,PNS,NA,NA,NA,2,2.06,2.33,0.4,0.09
2007,2007-10-19,PH,NA,NA,NA,3,1.93,1.67,0.12,0.05
2007,2007-10-19,PL,NA,NA,NA,4,7.68,8.46,0.18,0.1
2007,2007-10-19,PNS,NA,NA,NA,2,1.79,2.53,0.18,0.25
2007,2007-11-20,HC,NA,NA,NA,4,0,0,0.04,0.05
2007,2007-11-20,HH,NA,NA,NA,5,6.73,5.99,0.38,0.48
2007,2007-11-20,HL,NA,NA,NA,4,0,0,0.06,0.08
2007,2007-11-20,HNS,NA,NA,NA,5,0,0,0.07,0.07
2007,2007-11-20,PC,NA,NA,NA,4,0,0,0,0
2007,2007-11-20,PH,NA,NA,NA,4,2.08,3.28,0.19,0.26
2007,2007-11-20,PL,NA,NA,NA,5,9.88,6.85,0.11,0.07
2007,2007-11-20,PNS,NA,NA,NA,4,2.26,2.08,0.03,0.06
2008,2008-05-02,HC,NA,NA,NA,5,0,0,0.05,0.07
2008,2008-05-02,HH,NA,NA,NA,5,0.14,0.18,0,0
2008,2008-05-02,HL,NA,NA,NA,5,0,0,0,0
2008,2008-05-02,HNS,NA,NA,NA,5,0,0,0,0
2008,2008-05-02,PC,NA,NA,NA,4,0,0,0,0
2008,2008-05-02,PH,NA,NA,NA,5,0.52,0.75,1.08,2.3
2008,2008-05-02,PL,NA,NA,NA,5,4.84,3.78,0.07,0.1
2008,2008-05-02,PNS,NA,NA,NA,5,1.86,1.65,0.05,0.07
2008,2008-06-03,HC,NA,NA,NA,4,0.04,0.07,0.06,0.07
2008,2008-06-03,HH,NA,NA,NA,5,0.07,0.1,0.02,0.04
2008,2008-06-03,HL,NA,NA,NA,3,0,0,0.03,0.05
2008,2008-06-03,HNS,NA,NA,NA,5,0.13,0.22,0.18,0.2
2008,2008-06-03,PC,NA,NA,NA,1,0,NA,0.21,NA
2008,2008-06-03,PH,NA,NA,NA,2,1.43,0,0,0
2008,2008-06-03,PL,NA,NA,NA,1,1.14,NA,0,NA
2008,2008-06-03,PNS,NA,NA,NA,3,0.95,0.96,0,0
2008,2008-07-01,HC,NA,NA,NA,5,0,0,0.03,0.06
2008,2008-07-01,HH,NA,NA,NA,5,0.19,0.15,0.19,0.14
2008,2008-07-01,HL,NA,NA,NA,4,0,0,0.02,0.05
2008,2008-07-01,HNS,NA,NA,NA,4,0,0,0.13,0.04
2008,2008-07-01,PC,NA,NA,NA,4,0,0,0.33,0.67
2008,2008-07-01,PH,NA,NA,NA,3,0.92,0.82,0.11,0.1
2008,2008-07-01,PL,NA,NA,NA,5,2.64,1.71,0.12,0.05
2008,2008-07-01,PNS,NA,NA,NA,3,0.66,0.54,0.13,0.02
2008,2008-07-30,HH,NA,NA,NA,3,0.14,0.25,0.08,0.07
2008,2008-07-30,HNS,NA,NA,NA,5,0.02,0.04,0.09,0.06
2008,2008-08-28,HC,NA,NA,NA,1,0,NA,0.34,NA
2008,2008-08-28,HH,NA,NA,NA,5,0.06,0.09,0.07,0.06
2008,2008-08-28,HL,NA,NA,NA,1,0,NA,0.11,NA
2008,2008-08-28,HNS,NA,NA,NA,1,0.09,NA,0.38,NA
2008,2008-08-28,PC,NA,NA,NA,4,0,0,0.19,0.03
2008,2008-08-28,PH,NA,NA,NA,3,1.71,1.5,0.23,0.18
2008,2008-08-28,PL,NA,NA,NA,2,4.52,0.83,0.31,0.01
2008,2008-08-28,PNS,NA,NA,NA,2,0,0,0.14,0.07
2008,2008-09-26,HC,NA,NA,NA,4,0,0,0.1,0.13
2008,2008-09-26,HH,NA,NA,NA,5,0.13,0.14,0.05,0.11
2008,2008-09-26,HL,NA,NA,NA,4,0.03,0.06,0.04,0.07
2008,2008-09-26,HNS,NA,NA,NA,5,0.02,0.05,0.08,0.09
2008,2008-09-26,PC,NA,NA,NA,5,0,0,0.09,0.15
2008,2008-09-26,PH,NA,NA,NA,4,0.28,0.56,0.11,0.09
2008,2008-09-26,PL,NA,NA,NA,5,4.81,2.86,0.22,0.1
2008,2008-09-26,PNS,NA,NA,NA,2,0.83,1.18,0,0
2008,2008-10-16,HC,NA,NA,NA,1,0,NA,0.11,NA
2008,2008-10-16,HH,NA,NA,NA,5,0.2,0.23,0.05,0.07
2008,2008-10-16,HL,NA,NA,NA,3,0,0,0.04,0.07
2008,2008-10-16,HNS,NA,NA,NA,4,0,0,0.03,0.06
2008,2008-10-16,PC,NA,NA,NA,4,0,0,0.07,0.08
2008,2008-10-16,PH,NA,NA,NA,2,0.86,0.53,0,0
2008,2008-10-16,PL,NA,NA,NA,2,3.81,1.11,0.25,0.15
2008,2008-10-16,PNS,NA,NA,NA,3,0.16,0.28,0.09,0.09
2008,2008-11-14,HC,NA,NA,NA,5,0,0,0.04,0.08
2008,2008-11-14,HH,NA,NA,NA,5,0.46,0.71,0,0
2008,2008-11-14,HL,NA,NA,NA,4,0,0,0,0
2008,2008-11-14,HNS,NA,NA,NA,5,0,0,0,0
2008,2008-11-14,PC,NA,NA,NA,5,0,0,0.04,0.06
2008,2008-11-14,PH,NA,NA,NA,4,0.32,0.47,0.15,0.14
2008,2008-11-14,PL,NA,NA,NA,4,5.42,3.67,0.16,0.06
2008,2008-11-14,PNS,NA,NA,NA,4,0.17,0.22,0.11,0.22
2009,2009-05-01,HC,NA,NA,NA,5,0.018,0.039,0.174,0.28
2009,2009-05-01,HH,NA,NA,NA,5,0.049,0.067,0.022,0.049
2009,2009-05-01,HL,NA,NA,NA,5,0,0,0,0
2009,2009-05-01,HNS,NA,NA,NA,5,0,0,0,0
2009,2009-05-01,PC,NA,NA,NA,4,0.029,0.058,0.195,0.325
2009,2009-05-01,PH,NA,NA,NA,4,0.296,0.254,0.262,0.267
2009,2009-05-01,PL,NA,NA,NA,6,6.168,6.267,0.151,0.107
2009,2009-05-01,PNS,NA,NA,NA,4,1.827,2.031,0.152,0.303
2009,2009-05-29,HC,NA,NA,NA,5,0.025,0.056,0.191,0.338
2009,2009-05-29,HH,NA,NA,NA,5,0.096,0.118,0.188,0.364
2009,2009-05-29,HL,NA,NA,NA,5,0.03,0.067,0.031,0.068
2009,2009-05-29,HNS,NA,NA,NA,5,0,0,0.039,0.054
2009,2009-05-29,PC,NA,NA,NA,4,0,0,0,0
2009,2009-05-29,PH,NA,NA,NA,4,0.683,0.793,0.116,0.093
2009,2009-05-29,PL,NA,NA,NA,4,6.47,4.026,0.129,0.087
2009,2009-05-29,PNS,NA,NA,NA,3,1.286,2.228,0,0
2009,2009-07-01,HC,NA,NA,NA,4,0,0,0.036,0.073
2009,2009-07-01,HH,NA,NA,NA,5,0.328,0.577,0,0
2009,2009-07-01,HL,NA,NA,NA,5,0,0,0,0
2009,2009-07-01,HNS,NA,NA,NA,5,0,0,0.018,0.039
2009,2009-07-01,PC,NA,NA,NA,4,0,0,0,0
2009,2009-07-01,PH,NA,NA,NA,3,1.459,2.086,0.225,0.195
2009,2009-07-01,PL,NA,NA,NA,5,2.879,2.631,0,0
2009,2009-07-01,PNS,NA,NA,NA,4,1.024,1.037,0.031,0.063
2009,2009-07-28,HC,NA,NA,NA,5,0.116,0.174,0.278,0.414
2009,2009-07-28,HH,NA,NA,NA,5,0.051,0.076,0,0
2009,2009-07-28,HL,NA,NA,NA,4,0,0,0,0
2009,2009-07-28,HNS,NA,NA,NA,5,0,0,0.053,0.119
2009,2009-07-28,PC,NA,NA,NA,5,0,0,0,0
2009,2009-07-28,PH,NA,NA,NA,4,0.705,1.254,0.145,0.16
2009,2009-07-28,PL,NA,NA,NA,5,2.314,2.523,0.048,0.07
