year,jday,plot,LAI,SE
2006,303,X1,1.58,0.12
2006,303,X2,2.61,0.2
2006,303,X3,1.54,0.02
2006,303,X5,3.03,0.26
2006,303,X6,2.45,0.25
2006,337,A1,0.89,0.02
2006,337,A2,1.14,0.08
2006,337,A3,0.96,0.03
2006,337,A4,0.86,0.03
2006,337,A5,0.87,0.05
2006,337,B1,1.09,0.06
2006,337,B2,1.01,0.08
2006,337,B3,1,0.05
2006,337,B4,0.91,0
2006,337,B5,0.73,0.02
2006,337,C1,1.05,0.04
2006,337,C2,1.17,0.05
2006,337,C3,1.15,0.03
2006,337,C4,1.86,0.07
2006,337,C5,0.93,0.02
2006,337,D1,1.2,0.04
2006,337,D2,0.93,0.01
2006,337,D3,0.85,0.02
2006,337,D4,1.01,0.03
2006,337,D5,0.88,0.01
2006,337,E1,1.49,0.08
2006,337,E2,1.33,0.02
2006,337,E3,0.99,0
2006,337,E4,2.1,0.03
2006,337,E5,3.73,0.1
2006,337,F1,3.21,0.31
2006,337,F2,1.69,0.03
2006,337,F3,1.82,0.07
2006,337,F4,1.7,0.03
2006,337,F5,2.25,0.14
2006,337,G1,2.71,0.1
2006,337,G2,4.01,0.05
2006,337,G4,0.76,0.04
2006,337,G5,3.63,0.12
2006,337,H1,3.04,0.26
2006,337,H2,4.19,0.03
2006,337,H5,3.82,0.05
2006,337,PAR,0.97,0
2006,337,X1,1.59,0.14
2006,337,X2,2.45,0.18
2006,337,X3,2.75,0.18
2006,337,X5,2.89,0.26
2006,337,X6,2.17,0.27
2007,101,A1,1,0.01
2007,101,A2,1.19,0.09
2007,101,A3,0.96,0.03
2007,101,A4,0.8,0.03
2007,101,A5,0.89,0.02
2007,101,B1,1.13,0.05
2007,101,B2,1.02,0.05
2007,101,B3,1.02,0.07
2007,101,B4,0.89,0
2007,101,B5,0.64,0.02
2007,101,C1,1.14,0.03
2007,101,C2,1.21,0.06
2007,101,C3,1.18,0.02
2007,101,C4,1.81,0.06
2007,101,C5,0.86,0.02
2007,101,D1,1.2,0.03
2007,101,D2,0.96,0.01
2007,101,D3,0.88,0.02
2007,101,D4,1.07,0.03
2007,101,D5,0.83,0.01
2007,101,E1,1.49,0.07
2007,101,E2,1.38,0.02
2007,101,E3,1.03,0.01
2007,101,E4,2.12,0.03
2007,101,E5,3.66,0.11
2007,101,F1,3,0.31
2007,101,F2,1.88,0.05
2007,101,F3,1.77,0.05
2007,101,F4,1.61,0.02
2007,101,F5,2.35,0.11
2007,101,G1,2.54,0.09
2007,101,G2,3.95,0.05
2007,101,G4,0.59,0.04
2007,101,G5,3.4,0.07
2007,101,H1,2.69,0.26
2007,101,H2,3.87,0.05
2007,101,H5,3.69,0.05
2007,101,PAR,1.05,0.01
2007,101,X1,1.66,0.15
2007,101,X2,2.35,0.16
2007,101,X3,2.38,0.14
2007,101,X5,2.84,0.21
2007,101,X6,2.44,0.24
2007,127,A1,1.03,0.02
2007,127,A2,1.19,0.07
2007,127,A3,1.03,0.03
2007,127,A4,0.98,0.04
2007,127,A5,0.98,0.02
2007,127,B1,1.11,0.05
2007,127,B2,1.09,0.05
2007,127,B3,1.06,0.05
2007,127,B4,0.98,0
2007,127,B5,0.69,0.02
2007,127,C1,1.16,0.02
2007,127,C2,1.31,0.06
2007,127,C3,1.27,0.02
2007,127,C4,1.89,0.07
2007,127,C5,0.93,0.02
2007,127,D1,1.22,0.05
2007,127,D2,1.04,0.02
2007,127,D3,0.95,0
2007,127,D4,1.23,0.02
2007,127,D5,0.92,0.02
2007,127,E1,1.6,0.07
2007,127,E2,1.45,0.02
2007,127,E3,1.07,0.02
2007,127,E4,2.09,0.03
2007,127,E5,3.7,0.08
2007,127,F1,2.98,0.28
2007,127,F2,1.97,0.05
2007,127,F3,1.78,0.06
2007,127,F4,1.61,0.01
2007,127,F5,2.45,0.12
2007,127,G1,2.53,0.11
2007,127,G2,4,0.05
2007,127,G4,0.51,0.04
2007,127,G5,3.25,0.05
2007,127,H1,2.86,0.21
2007,127,H2,3.81,0.05
2007,127,H5,3.62,0.05
2007,127,PAR,1.14,0.02
2007,127,X1,1.78,0.18
2007,127,X2,2.51,0.22
2007,127,X3,2.43,0.13
2007,127,X5,2.82,0.21
2007,127,X6,2.55,0.25
2007,137,A1,2.35,0.05
2007,137,A2,2.53,0.09
2007,137,A3,2.29,0.07
2007,137,A4,3.2,0.17
2007,137,A5,2.04,0.12
2007,137,B1,2.79,0.15
2007,137,B2,2.38,0.11
2007,137,B3,2.39,0.12
2007,137,B4,2.31,0.06
2007,137,B5,1.89,0.04
2007,137,C1,2.46,0.06
2007,137,C2,2.3,0.08
2007,137,C3,2.66,0.02
2007,137,C4,2.82,0.07
2007,137,C5,2.69,0.05
2007,137,D1,1.86,0.07
2007,137,D2,1.93,0.03
2007,137,D3,2.12,0.03
2007,137,D4,2.52,0.06
2007,137,D5,1.96,0.04
2007,137,E1,2.67,0.12
2007,137,E2,2.29,0.03
2007,137,E3,2.01,0.04
2007,137,E4,2.97,0.02
2007,137,E5,4.52,0.06
2007,137,F1,3.64,0.28
2007,137,F2,3,0.02
2007,137,F3,3.58,0.19
2007,137,F4,2.52,0.03
2007,137,F5,2.89,0.14
2007,137,G1,3.04,0.08
2007,137,G2,4.8,0.05
2007,137,G4,1.44,0.07
2007,137,G5,4.62,0.48
2007,137,H1,4.19,0.21
2007,137,H2,4.66,0.03
2007,137,H5,4.71,0.06
2007,137,PAR,2.81,0.05
2007,137,X1,3.05,0.3
2007,137,X2,3.44,0.24
2007,137,X3,3.33,0.15
2007,137,X5,3.75,0.21
2007,137,X6,4.29,0.27
2007,148,A1,4.59,0.08
2007,148,A2,4.66,0.08
2007,148,A3,4.57,0.14
2007,148,A4,4.92,0.17
2007,148,A5,3.77,0.24
2007,148,B1,5.45,0.23
2007,148,B2,4.72,0.1
2007,148,B3,4.64,0.12
2007,148,B4,4.77,0.13
2007,148,B5,3.69,0.06
2007,148,C1,4.58,0.08
2007,148,C2,4.65,0.1
2007,148,C3,5.17,0.05
2007,148,C4,4.78,0.08
2007,148,C5,5.37,0.12
2007,148,D1,3.86,0.07
2007,148,D2,4.09,0.07
2007,148,D3,4.18,0.06
2007,148,D4,5.23,0.2
2007,148,D5,4.37,0.06
2007,148,E1,4.64,0.09
2007,148,E2,3.67,0.04
2007,148,E3,3.67,0.05
2007,148,E4,4.69,0.04
2007,148,E5,5.62,0.1
2007,148,F1,4.88,0.27
2007,148,F2,4.81,0.05
2007,148,F3,6.15,0.14
2007,148,F4,4.45,0.08
2007,148,F5,4.43,0.11
2007,148,G1,4.17,0.06
2007,148,G2,5.68,0.03
2007,148,G4,2.37,0.14
2007,148,G5,5.98,0.09
2007,148,H1,5.72,0.19
2007,148,H2,5.56,0.03
2007,148,H5,5.89,0.04
2007,148,PAR,5.24,0.03
2007,148,X1,3.81,0.17
2007,148,X2,3.65,0.22
2007,148,X3,3.7,0.15
2007,148,X5,4.36,0.24
2007,148,X6,5.12,0.37
2007,169,A1,4.95,0.07
2007,169,A2,5.38,0.08
2007,169,A3,4.98,0.13
2007,169,A4,5.06,0.26
2007,169,A5,3.8,0.25
2007,169,B1,5.57,0.24
2007,169,B2,5.35,0.11
2007,169,B3,4.99,0.04
2007,169,B4,5.03,0.11
2007,169,B5,4.05,0.09
2007,169,C1,4.99,0.12
2007,169,C2,5.17,0.08
2007,169,C3,5.74,0.07
2007,169,C4,5.33,0.08
2007,169,C5,5.81,0.14
2007,169,D1,4.4,0.07
2007,169,D2,4.75,0.02
2007,169,D3,4.59,0.03
2007,169,D4,5.99,0.25
2007,169,D5,4.72,0.09
2007,169,E1,4.92,0.07
2007,169,E2,4.07,0.06
2007,169,E3,4.27,0.06
2007,169,E4,5.27,0.05
2007,169,E5,6.03,0.05
2007,169,F1,4.85,0.18
2007,169,F2,5.71,0.07
2007,169,F3,6.44,0.09
2007,169,F4,5.06,0.06
2007,169,F5,5.05,0.13
2007,169,G1,4.34,0.07
2007,169,G2,6.43,0.03
2007,169,G5,6.88,0.08
2007,169,H1,5.76,0.2
2007,169,H2,6.33,0.04
2007,169,H5,6.64,0.06
2007,169,PAR,5.62,0.14
2007,169,X1,3.98,0.22
2007,169,X2,3.98,0.19
2007,169,X3,4.25,0.27
2007,169,X5,5.13,0.3
2007,169,X6,5.44,0.39
2007,191,A1,5.08,0.1
2007,191,A2,5.17,0.05
2007,191,A3,4.9,0.17
2007,191,A4,5.13,0.32
2007,191,A5,4.1,0.21
2007,191,B1,5.85,0.27
2007,191,B2,5.24,0.1
2007,191,B3,4.97,0.03
2007,191,B4,5,0.15
2007,191,B5,4.09,0.07
2007,191,C1,5.07,0.1
2007,191,C2,5.01,0.11
2007,191,C3,5.56,0.06
2007,191,C4,5.33,0.09
2007,191,C5,5.88,0.11
2007,191,D1,4.37,0.06
2007,191,D2,4.65,0.06
2007,191,D3,4.45,0.06
2007,191,D4,5.99,0.17
2007,191,D5,4.64,0.15
2007,191,E1,5.11,0.13
2007,191,E2,4.08,0.06
2007,191,E3,4.41,0.07
2007,191,E4,5.39,0.06
2007,191,E5,6.12,0.08
2007,191,F1,5.12,0.36
2007,191,F2,5.82,0.09
2007,191,F3,6.5,0.05
2007,191,F4,5.14,0.07
2007,191,F5,5.18,0.2
2007,191,G1,4.28,0.12
2007,191,G2,6.51,0.04
2007,191,G5,6.79,0.17
2007,191,H1,6.21,0.27
2007,191,H2,6.47,0.06
2007,191,H5,6.79,0.04
2007,191,PAR,5.76,0.12
2007,191,X1,4.11,0.31
2007,191,X2,4.3,0.26
2007,191,X3,4.12,0.24
2007,191,X5,5.04,0.36
2007,191,X6,5.75,0.45
2007,218,A1,5.11,0.1
2007,218,A2,5.37,0.12
2007,218,A3,4.73,0.14
2007,218,A4,5.38,0.31
2007,218,A5,3.89,0.29
2007,218,B1,5.94,0.27
2007,218,B2,5.12,0.13
2007,218,B3,4.83,0.04
2007,218,B4,5.17,0.18
2007,218,B5,4.22,0.09
2007,218,C1,5.07,0.09
2007,218,C2,5.1,0.09
2007,218,C3,5.54,0.07
2007,218,C4,5.28,0.06
2007,218,C5,5.67,0.11
2007,218,D1,4.47,0.06
2007,218,D2,4.83,0.04
2007,218,D3,4.45,0.04
2007,218,D4,5.82,0.21
2007,218,D5,4.59,0.15
2007,218,E1,5.18,0.08
2007,218,E2,4.11,0.06
2007,218,E3,4.27,0.05
2007,218,E4,5.41,0.06
2007,218,E5,6.19,0.08
2007,218,F1,5.74,0.31
2007,218,F2,5.87,0.1
2007,218,F3,6.68,0.13
2007,218,F4,5.17,0.05
2007,218,F5,5.19,0.16
2007,218,G1,4.78,0.11
2007,218,G2,6.63,0.06
2007,218,G5,6.91,0.06
2007,218,H1,6.58,0.3
2007,218,H2,6.53,0.04
2007,218,H5,6.61,0.03
2007,218,PAR,5.85,0.04
2007,218,X1,4.53,0.38
2007,218,X2,4.74,0.24
2007,218,X3,4.22,0.21
2007,218,X5,5.04,0.35
2007,218,X6,5.72,0.47
2007,249,A1,4.69,0.15
2007,249,A2,4.89,0.09
2007,249,A3,4.55,0.14
2007,249,A4,4.95,0.21
2007,249,A5,3.76,0.19
2007,249,B1,5.44,0.23
2007,249,B2,5.26,0.16
2007,249,B3,4.82,0.13
2007,249,B4,4.79,0.16
2007,249,B5,3.79,0.08
2007,249,C1,4.61,0.14
2007,249,C2,4.57,0.09
2007,249,C3,5.34,0.03
2007,249,C4,5.19,0.09
2007,249,C5,5.51,0.09
2007,249,D1,4.04,0.05
2007,249,D2,4.42,0.05
2007,249,D3,4.32,0.07
2007,249,D4,5.47,0.17
2007,249,D5,4.51,0.12
2007,249,E1,5.1,0.13
2007,249,E2,4.05,0.08
2007,249,E3,4.22,0.03
2007,249,E4,5.23,0.02
2007,249,E5,6.35,0.07
2007,249,F1,5.63,0.29
2007,249,F2,5.62,0.09
2007,249,F3,6.63,0.11
2007,249,F4,5.22,0.04
2007,249,F5,4.79,0.08
2007,249,G1,4.69,0.07
2007,249,G2,6.52,0.05
2007,249,G5,6.8,0.09
2007,249,H1,6.03,0.25
2007,249,H2,6.24,0.07
2007,249,H5,6.59,0.02
2007,249,PAR,4.01,0.21
2007,249,X1,4.21,0.3
2007,249,X2,4.09,0.24
2007,249,X3,5.32,0.08
2007,249,X5,4.75,0.25
2007,249,X6,5.1,0.39
2007,274,A1,4.58,0.11
2007,274,A2,4.55,0.11
2007,274,A3,4.34,0.05
2007,274,A4,5.23,0.23
2007,274,A5,3.42,0.2
2007,274,B1,5.27,0.18
2007,274,B2,4.66,0.17
2007,274,B3,4.81,0.16
2007,274,B4,4.41,0.15
2007,274,B5,3.56,0.06
2007,274,C1,4.6,0.09
2007,274,C2,4.37,0.11
2007,274,C3,4.69,0.05
2007,274,C4,4.91,0.05
2007,274,C5,5.17,0.1
2007,274,D1,4.05,0.06
2007,274,D2,4.2,0.03
2007,274,D3,4.19,0.05
2007,274,D4,4.25,0.08
2007,274,D5,4.24,0.08
2007,274,E1,4.84,0.15
2007,274,E2,3.9,0.04
2007,274,E3,3.98,0.04
2007,274,E4,4.98,0.03
2007,274,E5,6.17,0.06
2007,274,F1,5.28,0.3
2007,274,F2,5.03,0.07
2007,274,F3,5.9,0.06
2007,274,F4,4.68,0.05
2007,274,F5,4.61,0.13
2007,274,G1,4.35,0.08
2007,274,G2,6.17,0.07
2007,274,G5,6.4,0.1
2007,274,H1,5.98,0.21
2007,274,H2,5.9,0.05
2007,274,H5,6.08,0.04
2007,274,PAR,5.18,0.03
2007,274,X1,3.95,0.28
2007,274,X2,3.92,0.25
2007,274,X3,3.91,0.23
2007,274,X5,4.69,0.22
2007,274,X6,5.11,0.37
2007,289,A1,3.5,0.07
2007,289,A2,4.08,0.09
2007,289,A3,3.78,0.05
2007,289,A4,4.54,0.16
2007,289,A5,3.27,0.19
2007,289,B1,3.91,0.19
2007,289,B2,3.54,0.14
2007,289,B3,3.95,0.06
2007,289,B4,3.85,0.06
2007,289,B5,3.24,0.06
2007,289,C1,3.8,0.06
2007,289,C2,3.65,0.09
2007,289,C3,3.58,0.05
2007,289,C4,4.45,0.04
2007,289,C5,4.05,0.14
2007,289,D1,3.35,0.04
2007,289,D2,3.42,0.03
2007,289,D3,3.58,0.05
2007,289,D4,2.85,0.03
2007,289,D5,3.45,0.03
2007,289,E1,3.72,0.08
2007,289,E2,3.18,0.04
2007,289,E3,3.25,0.05
2007,289,E4,4.31,0.03
2007,289,E5,5.64,0.07
2007,289,F1,4.5,0.29
2007,289,F2,3.5,0.05
2007,289,F3,4.53,0.1
2007,289,F4,3.85,0.02
2007,289,F5,4.07,0.11
2007,289,G1,3.72,0.09
2007,289,G2,5.32,0.07
2007,289,G5,5.83,0.1
2007,289,H1,5.3,0.21
2007,289,H2,5.28,0.05
2007,289,H5,5.45,0.06
2007,289,PAR,4.31,0.14
2007,289,X1,3.9,0.24
2007,289,X2,3.75,0.22
2007,289,X3,3.78,0.13
2007,289,X5,4.44,0.23
2007,289,X6,4.7,0.36
2007,303,A1,1.7,0.01
2007,303,A2,2.29,0.14
2007,303,A3,1.98,0.04
2007,303,A4,3.12,0.2
2007,303,A5,1.66,0.07
2007,303,B1,1.85,0.07
2007,303,B2,1.85,0.12
2007,303,B3,2.19,0.07
2007,303,B4,1.92,0.07
2007,303,B5,1.82,0.03
2007,303,C1,2.03,0.04
2007,303,C2,1.88,0.07
2007,303,C3,1.78,0.05
2007,303,C4,2.93,0.07
2007,303,C5,2.05,0.1
2007,303,D1,2.08,0.04
2007,303,D2,1.75,0.03
2007,303,D3,1.78,0.05
2007,303,D4,1.28,0.04
2007,303,D5,1.68,0.01
2007,303,E1,2.28,0.06
2007,303,E2,1.96,0.01
2007,303,E3,1.77,0.02
2007,303,E4,2.74,0.03
2007,303,E5,4.69,0.07
2007,303,F1,3.42,0.28
2007,303,F2,2.31,0.04
2007,303,F3,2.5,0.12
2007,303,F4,2.5,0.02
2007,303,F5,2.66,0.09
2007,303,G1,3.02,0.09
2007,303,G2,4.4,0.05
2007,303,G5,4.66,0.1
2007,303,H1,4.16,0.26
2007,303,H2,4.51,0.03
2007,303,H5,4.28,0.05
2007,303,PAR,2.34,0.01
2007,303,X1,2.4,0.21
2007,303,X2,3.01,0.18
2007,303,X3,2.99,0.1
2007,303,X5,3.33,0.23
2007,303,X6,3.48,0.23
2007,323,A1,1.11,0.01
2007,323,A2,1.48,0.22
2007,323,A3,1.27,0.05
2007,323,A4,1.26,0.03
2007,323,A5,1.35,0.06
2007,323,B1,1.36,0.09
2007,323,B2,1.41,0.13
2007,323,B3,1.49,0.08
2007,323,B4,1.09,0.06
2007,323,B5,1.02,0.02
2007,323,C1,1.32,0.03
2007,323,C2,1.37,0.03
2007,323,C3,1.55,0.02
2007,323,C4,2.21,0.06
2007,323,C5,1.17,0.03
2007,323,D1,1.5,0.05
2007,323,D2,1.25,0.02
2007,323,D3,1.27,0.03
2007,323,D4,1.13,0.04
2007,323,D5,1.16,0.02
2007,323,E1,1.78,0.08
2007,323,E2,1.63,0.01
2007,323,E3,1.27,0.01
2007,323,E4,2.23,0.03
2007,323,E5,4.23,0.07
2007,323,F1,3.22,0.28
2007,323,F2,1.88,0.03
2007,323,F3,2.12,0.14
2007,323,F4,1.79,0.01
2007,323,F5,2.36,0.1
2007,323,G1,2.77,0.1
2007,323,G2,4.18,0.04
2007,323,G5,3.95,0.08
2007,323,H1,3.46,0.25
2007,323,H2,4.22,0.03
2007,323,H5,3.84,0.04
2007,323,PAR,1.25,0.02
2007,323,X1,2.3,0.2
2007,323,X2,2.96,0.23
2007,323,X3,2.86,0.12
2007,323,X5,3.16,0.22
2007,323,X6,2.82,0.2
2007,348,A1,0.93,0.02
2007,348,A2,1.19,0.11
2007,348,A3,0.97,0.02
2007,348,A4,0.96,0.03
2007,348,A5,1.02,0.07
2007,348,B1,1.17,0.07
2007,348,B2,1.13,0.12
2007,348,B3,1.05,0.08
2007,348,B4,0.92,0.01
2007,348,B5,0.71,0.02
2007,348,C1,1.13,0.03
2007,348,C2,1.23,0.05
2007,348,C3,1.2,0.03
2007,348,C4,1.83,0.06
2007,348,C5,0.92,0.02
2007,348,D1,1.22,0.05
2007,348,D2,0.96,0.02
2007,348,D3,0.93,0.02
2007,348,D4,1.04,0.01
2007,348,D5,0.89,0.01
2007,348,E1,1.62,0.08
2007,348,E2,1.36,0.02
2007,348,E3,1.04,0.02
2007,348,E4,2.13,0.02
2007,348,E5,3.87,0.08
2007,348,F1,2.92,0.3
2007,348,F2,1.81,0.04
2007,348,F3,1.91,0.13
2007,348,F4,1.64,0.02
2007,348,F5,2.3,0.11
2007,348,G1,2.51,0.08
2007,348,G2,3.98,0.05
2007,348,G5,3.63,0.1
2007,348,H1,3.23,0.26
2007,348,H2,3.97,0.04
2007,348,H5,3.77,0.05
2007,348,PAR,1.02,0.01
2007,348,X1,1.73,0.19
2007,348,X2,2.56,0.15
2007,348,X3,2.63,0.11
2007,348,X5,3.05,0.21
2007,348,X6,2.68,0.24
2008,114,A1,0.84,0.01
2008,114,A2,1.07,0.05
2008,114,A3,0.93,0.02
2008,114,B1,1.04,0.04
2008,114,B2,0.96,0.07
2008,114,B3,0.95,0.03
2008,114,B4,0.89,0.01
2008,114,C1,1.06,0.02
2008,114,C2,1.15,0.06
2008,114,C3,1.15,0.02
2008,114,C4,1.72,0.03
2008,114,D1,1.22,0.04
2008,114,D2,0.92,0.02
2008,114,D3,0.83,0.01
2008,114,E1,1.29,0.05
2008,114,E2,1.21,0.02
2008,114,E3,0.89,0.01
2008,114,E4,1.9,0.03
2008,114,E5,3.61,0.11
2008,114,F1,3.08,0.29
2008,114,F2,1.44,0.03
2008,114,F2,1.54,0.02
2008,114,F4,1.54,0.01
2008,114,F5,1.97,0.14
2008,114,G1,2.41,0.05
2008,114,G2,3.69,0.06
2008,114,G3,0.79,0.04
2008,114,G5,3.37,0.08
2008,114,H1,3.03,0.24
2008,114,H2,3.94,0.03
2008,114,H5,3.49,0.03
2008,128,E1,1.75,0.08
2008,128,E5,3.91,0.06
2008,128,F1,3.26,0.26
2008,128,F2,1.92,0.01
2008,128,F3,2.36,0.16
2008,128,F4,1.95,0.01
2008,128,F5,2.34,0.09
2008,128,G1,2.76,0.12
2008,128,G2,4.08,0.04
2008,128,G5,3.99,0.05
2008,128,H1,3.38,0.23
2008,128,H2,4.12,0.03
2008,128,H5,3.83,0.03
2008,134,A1,2.41,0.27
2008,134,A2,2.35,0.16
2008,134,A3,2.24,0.09
2008,134,B1,2.46,0.1
2008,134,B2,1.95,0.04
2008,134,B3,2.22,0.12
2008,134,B4,2.19,0.08
2008,134,C1,2.21,0.04
2008,134,C2,2.33,0.09
2008,134,C3,2.29,0.03
2008,134,D1,1.93,0.04
2008,134,D2,1.86,0.02
2008,134,D3,2.02,0.04
2008,134,E1,2.44,0.12
2008,134,E2,2.09,0.02
2008,134,E3,1.84,0.02
2008,134,E4,2.91,0.03
2008,134,E5,4.4,0.1
2008,134,F1,3.81,0.29
2008,134,F2,2.57,0.05
2008,134,F3,3.18,0.2
2008,134,F4,2.46,0.02
2008,134,F5,2.82,0.12
2008,134,G1,3.22,0.09
2008,134,G2,4.52,0.07
2008,134,G5,4.36,0.07
2008,134,H1,3.89,0.26
2008,134,H2,4.49,0.03
2008,134,H5,4.27,0.06
2008,150,A1,4.52,0.12
2008,150,A2,4.58,0.14
2008,150,A3,4.37,0.16
2008,150,B1,5.2,0.19
2008,150,B2,4.32,0.12
2008,150,B3,4.55,0.18
2008,150,C1,4.42,0.09
2008,150,C2,4.68,0.33
2008,150,C3,4.68,0.06
2008,150,C4,4.59,0.03
2008,150,C5,5.33,0.18
2008,150,D1,3.72,0.05
2008,150,D2,3.87,0.03
2008,150,D3,4.07,0.12
2008,150,D4,4.62,0.1
2008,150,D5,3.98,0.1
2008,150,E1,4.47,0.11
2008,150,E2,3.61,0.03
2008,150,E3,3.54,0.04
2008,150,E4,4.54,0.04
2008,150,E5,5.44,0.04
2008,150,F1,5.02,0.3
2008,150,F2,4.72,0.07
2008,150,F3,5.73,0.2
2008,150,F4,4.27,0.04
2008,150,F5,4.29,0.14
2008,150,G1,4.21,0.09
2008,150,G2,5.63,0.08
2008,150,G4,3.03,0.14
2008,150,G5,6.16,0.12
2008,150,H1,5.61,0.27
2008,150,H2,5.44,0.03
2008,150,H5,5.69,0.03
2008,150,PAR,4.83,0.07
2008,177,A1,5.16,0.1
2008,177,A2,5.4,0.13
2008,177,A3,5.04,0.12
2008,177,B1,5.93,0.23
2008,177,B2,5.1,0.09
2008,177,B3,5.15,0.12
2008,177,B4,5.05,0.15
2008,177,C1,5.23,0.13
2008,177,C2,5.24,0.07
2008,177,C3,5.66,0.09
2008,177,C4,5.29,0.04
2008,177,C5,5.76,0.19
2008,177,D1,4.41,0.07
2008,177,D2,4.77,0.04
2008,177,D3,4.57,0.07
2008,177,D4,5.5,0.14
2008,177,D5,4.63,0.06
2008,177,E1,5.3,0.08
2008,177,E2,4.16,0.07
2008,177,E3,4.37,0.04
2008,177,E4,5.29,0.09
2008,177,E5,6.07,0.08
2008,177,F1,5.32,0.34
2008,177,F2,5.64,0.06
2008,177,F3,6.56,0.13
2008,177,F4,5.03,0.04
2008,177,F5,5.2,0.16
2008,177,G1,4.57,0.08
2008,177,G2,6.48,0.04
2008,177,G5,6.96,0.12
2008,177,H1,6.49,0.29
2008,177,H2,6.34,0.05
2008,177,H5,6.58,0.02
2008,196,A1,5.35,0.14
2008,196,A2,5.51,0.17
2008,196,A3,5.03,0.14
2008,196,B1,5.91,0.24
2008,196,B2,5.26,0.11
2008,196,B3,5.29,0.07
2008,196,B4,5.35,0.19
2008,196,C1,5.26,0.08
2008,196,C2,5.36,0.07
2008,196,C3,5.81,0.08
2008,196,C4,5.52,0.05
2008,196,C5,6.04,0.14
2008,196,D1,4.53,0.08
2008,196,D2,4.95,0.04
2008,196,D3,4.79,0.08
2008,196,D4,5.59,0.16
2008,196,D5,4.75,0.11
2008,196,E1,5.39,0.12
2008,196,E2,4.38,0.05
2008,196,E3,4.58,0.04
2008,196,E4,5.49,0.05
2008,196,E5,6.17,0.1
2008,196,F1,5.58,0.35
2008,196,F2,5.98,0.08
2008,196,F3,6.79,0.18
2008,196,F4,5.25,0.05
2008,196,F5,5.34,0.2
2008,196,G1,4.85,0.12
2008,196,G2,6.7,0.06
2008,196,G5,7.01,0.11
2008,196,H1,6.65,0.31
2008,196,H2,6.51,0.04
2008,196,H5,6.64,0.05
2008,196,PAR,6,0.07
2008,220,A1,5.1,0.16
2008,220,A2,5.14,0.08
2008,220,A3,4.76,0.15
2008,220,B1,5.85,0.22
2008,220,B2,4.9,0.06
2008,220,B3,5.05,0.13
2008,220,B4,5,0.2
2008,220,C1,4.96,0.1
2008,220,C2,4.93,0.09
2008,220,C3,5.66,0.06
2008,220,C4,5.29,0.04
2008,220,C5,5.84,0.21
2008,220,D1,4.54,0.07
2008,220,D2,4.8,0.06
2008,220,D3,4.48,0.05
2008,220,D4,5.57,0.15
2008,220,D5,4.64,0.12
2008,220,E1,5.36,0.18
2008,220,E2,4.14,0.04
2008,220,E3,4.32,0.08
2008,220,E4,5.21,0.05
2008,220,E5,5.96,0.07
2008,220,F1,5.36,0.33
2008,220,F2,5.7,0.08
2008,220,F3,6.44,0.16
2008,220,F4,4.95,0.05
2008,220,F5,5.25,0.24
2008,220,G1,4.55,0.13
2008,220,G2,6.33,0.05
2008,220,G5,6.69,0.12
2008,220,H1,6.18,0.31
2008,220,H2,6.25,0.07
2008,220,H5,6.27,0.04
2008,220,PAR,5.62,0.04
2008,252,A1,4.92,0.13
2008,252,A2,5.19,0.08
2008,252,A3,4.83,0.12
2008,252,B1,5.56,0.21
2008,252,B2,4.9,0.07
2008,252,B3,4.96,0.09
2008,252,B4,5.05,0.17
2008,252,C1,4.95,0.12
2008,252,C2,4.98,0.1
2008,252,C3,5.41,0.09
2008,252,C4,5.29,0.04
2008,252,C5,5.53,0.1
2008,252,D1,4.32,0.06
2008,252,D2,4.67,0.06
2008,252,D3,4.48,0.03
2008,252,D4,5.26,0.13
2008,252,D5,4.5,0.12
2008,252,E1,5.22,0.15
2008,252,E2,4.15,0.03
2008,252,E3,4.31,0.05
2008,252,E4,5.18,0.04
2008,252,E5,6.2,0.16
2008,252,F1,5.41,0.3
2008,252,F2,5.47,0.04
2008,252,F3,6.47,0.14
2008,252,F4,4.99,0.06
2008,252,F5,5.05,0.18
2008,252,G1,4.74,0.11
2008,252,G2,6.26,0.03
2008,252,G5,6.8,0.08
2008,252,H1,6.26,0.31
2008,252,H2,6.24,0.04
2008,252,H5,6.31,0.02
2008,252,PAR,5.56,0.07
2008,276,A1,4.43,0.09
2008,276,A2,4.79,0.09
2008,276,A3,4.46,0.11
2008,276,B1,5.02,0.23
2008,276,B2,4.53,0.18
2008,276,B3,4.84,0.21
2008,276,B4,4.68,0.17
2008,276,C1,4.38,0.08
2008,276,C2,4.48,0.08
2008,276,C3,4.49,0.06
2008,276,C4,4.85,0.03
2008,276,C5,5.22,0.08
2008,276,D1,3.99,0.05
2008,276,D2,4.26,0.07
2008,276,D3,4.17,0.07
2008,276,D4,4.09,0.09
2008,276,D5,4.11,0.1
2008,276,E1,4.49,0.14
2008,276,E2,3.83,0.03
2008,276,E3,3.99,0.03
2008,276,E4,4.86,0.08
2008,276,E5,6.05,0.18
2008,276,F1,4.98,0.3
2008,276,F2,4.58,0.07
2008,276,F3,5.64,0.14
2008,276,F4,4.67,0.02
2008,276,F5,4.77,0.2
2008,276,G1,4.41,0.12
2008,276,G2,5.87,0.08
2008,276,G5,6.55,0.08
2008,276,H1,6.04,0.29
2008,276,H2,5.88,0.04
2008,276,H5,5.95,0.03
2008,276,PAR,5.16,0.07
